article,n_candidates,n_picks,cutoff_votes_rel,n_above_cutoff,n_tied_at_cutoff,slots_within_cutoff_tie,cutoff_inclusion_probability,ambiguous_cutoff
/story/2000139135497/warum-manche-den-teuerungsbonus-schon-haben-waehrend-andere-noch-warten,299,5,64,4,1,1,1,FALSE
/story/2000139149649/internet-spottet-tiroler-oevp-chef-isst-eis-wie-ein-ganz,102,3,67,2,1,1,1,FALSE
/story/2000139142594/blockchain-experte-bitcoin-ist-jetzt-das-umweltfeindliche-enfant-terrible,58,2,16,1,1,1,1,FALSE
/story/2000139145344/youtube-zwingt-nutzer-bis-zu-zehn-werbeclips-hintereinander-anzusehen,169,4,93,3,1,1,1,FALSE
/story/2000139094924/vienna-vikings-suchen-eine-neue-heimat-naechstes-kapitel-in-der,68,6,24,5,1,1,1,FALSE
/story/2000139125315/prozess-um-gewaltexzess-des-maskenverweigerers-in-der-strassenbahn,54,2,124,1,1,1,1,FALSE
/story/2000139146790/wiener-linien-verkaufen-vorerst-weiter-teurere-semestertickets-fuer-nichtwiener,153,7,27,6,1,1,1,FALSE
/story/2000139130242/warum-skandalregisseure-wie-ulrich-seidl-keine-carte-blanche-mehr-haben,158,7,41,6,1,1,1,FALSE
/story/2000139146568/orf-chefredakteur-schrom-erklaert-politikchef-buergers-auftritt-ueber-servus-tv,104,4,30,3,1,1,1,FALSE
/story/2000139143353/waagrechte-traenen-hofburg-kandidat-grosz-in-der-zib-2,418,5,52,4,1,1,1,FALSE
/story/2000139105327/die-rueckkehr-der-wiederkaeuenden-gaertner,20,4,18,3,1,1,1,FALSE
/story/2000139129567/kuscheln-ist-eine-gute-energiesparstrategie-zumindest-bei-gartenschlaefern,20,2,8,1,2,1,0.5,TRUE
/story/2000139124258/wissen-und-sex-ein-ambivalentes-verhaeltnis,50,1,76,0,1,1,1,FALSE
/story/2000139024453/cibo-colorato-bei-notruf-pizza,54,1,71,0,1,1,1,FALSE
/story/2000139142244/seapods-die-schwebenden-wohnkapseln-der-karibik,93,5,23,4,1,1,1,FALSE
/story/2000139144471/fall-seidl-die-oesterreichische-filmszene-ist-allzu-verhabert,119,2,43,1,1,1,1,FALSE
/story/2000139127088/wo-steht-oesterreich-beim-thema-rassismus,282,7,94,6,1,1,1,FALSE
/story/2000139132508/rettet-die-strassenbeleuchtung,230,7,62,6,1,1,1,FALSE
/story/2000139100557/die-geschichte-zweier-kolonisationen,119,5,33,4,1,1,1,FALSE
/story/2000139146062/tirol-traditionell-viel-sexismus,107,5,48,4,1,1,1,FALSE
/story/2000139151282/bringt-die-energiekrise-den-lockdown-2-0,22,2,23,1,1,1,1,FALSE
/story/2000139174470/wie-oesterreichs-erdgasspeicher-doch-noch-voll-werden-sollen,162,4,49,3,1,1,1,FALSE
/story/2000139190206/acht-enkel-hielten-totenwache-an-sarg,11,1,19,0,1,1,1,FALSE
/story/2000139185687/ueberraschungsbesuch-von-charles-und-william-in-schlange-fuer-queen,29,1,28,0,1,1,1,FALSE
/story/2000139189000/verwirrung-um-teilnahme-von-prinz-harry-am-staatsempfang,46,2,44,1,1,1,1,FALSE
/story/2000139174875/junge-iranerin-nach-verhaftung-durch-sittenpolizei-gestorben,157,4,105,3,1,1,1,FALSE
/story/2000139175351/der-sparsame-koenig-eine-woche-charles-iii,72,5,40,3,2,2,1,FALSE
/story/2000139171420/von-moskau-nachlyssytschansk-ihors-reise-in-die-heimat,51,2,36,1,1,1,1,FALSE
/story/2000139059809/wie-eine-infame-falschmeldung-bundespraesidentschaft,172,2,126,1,1,1,1,FALSE
/story/2000139181537/oegb-macht-mit-grossdemos-gegen-teuerung-mobil,665,4,102,3,1,1,1,FALSE
/story/2000139182903/kickl-tritt-bei-fpoe-bundesparteitag-zu-wiederwahl-an,390,2,185,1,1,1,1,FALSE
/story/2000139162400/karl-nehammer-und-die-dreigeteilte-oevp,220,4,79,3,1,1,1,FALSE
/story/2000139181862/umfrage-vor-bundespraesidentenwahl-sieht-van-der-bellen-bei-59-prozent,324,4,47,3,1,1,1,FALSE
/story/2000139172175/warum-junge-aus-dem-welterbe-wachau-wegziehen,134,3,90,1,2,2,1,FALSE
/story/2000139181075/hilft-beten-als-bundespraesident-kandidat-heinrich-staudinger-bei-martin-thuer,330,4,84,3,1,1,1,FALSE
/story/2000139174232/mediziner-edzard-ernst-charles-ist-zum-gespoett-der-wissenschaft-geworden,134,3,93,2,1,1,1,FALSE
/story/2000138507355/nach-der-karenz-mein-job-wurde-nie-mehr-wie-er,305,8,72,7,1,1,1,FALSE
/story/2000139167073/warum-schwurbler-und-scharlatane-erfolg-haben,411,3,447,2,1,1,1,FALSE
/story/2000139173970/in-die-ecke-gedraengt,114,4,139,3,1,1,1,FALSE
/story/2000139118653/vergesst-den-veggie-day-der-gruenen-so-essen-wir-kuenftig,244,3,70,2,1,1,1,FALSE
/story/2000139174210/zuschuesse-und-foerderungen-vollkasko-fuer-alle,290,3,45,2,1,1,1,FALSE
/story/2000139169554/dollar-bremst-bitcoin-krypto-winter-wird-nis-zur-kalte-jahreszeit,52,2,25,1,1,1,1,FALSE
/story/2000139175556/nahversorger-am-land-ich-kann-nicht-nur-fuer-strom-gas,204,3,94,2,1,1,1,FALSE
/story/2000139203435/kritik-an-koeniglicher-mythenmaschine-nach-dem-tod-der-queen,88,4,31,3,1,1,1,FALSE
/story/2000139192253/eu-kommission-will-ungarn-7-5-milliarden-euro-an-subventionen,508,4,112,3,1,1,1,FALSE
/story/2000139167647/moskau-und-peking-eine-lustlose-freundschaft,143,4,49,3,1,1,1,FALSE
/story/2000139199490/was-herbert-kickls-wahlergebnis-von-91-prozent-fuer-ihn-und,122,4,31,3,1,1,1,FALSE
/story/2000139191222/studienanfaenger-muessen-in-ersten-beiden-jahren-mindestens-16-ects-punkte,102,4,57,3,1,1,1,FALSE
/story/2000139204457/wunder-geschehen-rapid-erkaempft-remis-bei-salzburg,128,2,84,1,1,1,1,FALSE
/story/2000139191625/16-verletzte-bei-unfall-mit-schlepperfahrzeug-im-burgenland,118,1,158,0,1,1,1,FALSE
/story/2000139202402/enttaeuschte-skandalerwartung-ulrich-seidls-sparta-feiert-weltpremiere,123,3,53,2,1,1,1,FALSE
/story/2000139147807/1691-meter-mit-papa-wiener-buchhaendlerin-am-traunstein,67,2,47,1,1,1,1,FALSE
/story/2000139173905/der-klimawandel-macht-die-berge-gefaehrlicher,43,4,26,2,2,2,1,FALSE
/story/2000139202636/orban-mit-eu-recht-schlagen,89,3,52,2,1,1,1,FALSE
/story/2000139200644/thc-grenzwert-am-steuer-sinnvolle-unterscheidung,146,4,55,3,1,1,1,FALSE
/story/2000139196928/ein-bier-mit-kurz-und-kickl,370,2,112,1,1,1,1,FALSE
/story/2000139232567/gewessler-gibt-60-000-tonnen-diesel-aus-der-oelreserve-frei,54,3,27,2,1,1,1,FALSE
/story/2000139215319/verhandlungen-zum-metaller-kv-gewerkschaften-fordern-10-6-prozent-mehr,498,5,114,4,1,1,1,FALSE
/story/2000139214455/zwei-jahres-abschluss-der-metaller-koennte-inflation-eindaemmen,381,4,246,3,1,1,1,FALSE
/story/2000139199318/kampf-um-abgeltung-der-rekordinflation-beginnt,331,7,76,6,1,1,1,FALSE
/story/2000139212987/die-welt-verabschiedet-sich-von-queen-elizabeth-ii,91,5,30,4,1,1,1,FALSE
/story/2000139232764/die-welt-in-trauer-um-die-queen-vereint,67,5,20,4,1,1,1,FALSE
/story/2000139231548/alla-pugatschowa-ein-superstar-brueskiert-den-kreml-chef,54,5,59,4,1,1,1,FALSE
/story/2000139215058/missbrauchtrussland-fuer-den-ukraine-krieg-die-voelkermordkonvention,50,4,15,2,2,2,1,FALSE
/story/2000139202302/eine-beerdigung-historischen-ausmasses-queen-elizabeth-ii,60,4,19,3,1,1,1,FALSE
/story/2000139232686/gerhard-zatlokal-wiens-gruenster-roter-geht,95,6,45,5,3,1,0.333333333333333,TRUE
/story/2000139207906/bundesheer-verschwoerungstheoretikersoldaten-fuer-neutralitaet-marschieren-auf,392,6,82,5,1,1,1,FALSE
/story/2000139212891/neue-bundesschulsprecherin-fuer-eigenes-fach-demokratiebildung,113,5,17,4,2,1,0.5,TRUE
/story/2000139202143/black-voices-volksbegehren-startet-gegen-rassismus-aufstehen,421,8,121,6,2,2,1,FALSE
/story/2000139192148/neonazi-rapper-mr-bond-die-wirkungskraft-der-extremen-rechten,96,3,67,2,1,1,1,FALSE
/story/2000139218105/der-fall-gta-6-was-der-groesste-leak-der-games,44,5,14,4,1,1,1,FALSE
/story/2000139214567/airbnb-mieter-klagen-ueber-mehrarbeit-wie-rasenmaehen-und-waeschewaschen,113,6,43,5,1,1,1,FALSE
/story/2000139230979/sexueller-missbrauchsfall-an-wiener-schule-weitet-sich-aus,142,5,57,4,1,1,1,FALSE
/story/2000139211302/klimaschuetzer-klebten-sich-erneut-an-wiener-ringstrasse-fest,138,3,60,2,1,1,1,FALSE
/story/2000139200323/eine-reise-entlang-der-trockenen-donau-in-bildern,22,1,29,0,1,1,1,FALSE
/story/2000139206957/im-zentrum-auf-orf-2-ein-stromspargesetz-steht-wohl-vor,416,7,76,6,1,1,1,FALSE
/story/2000139196104/orf-general-weissmann-stimmt-seine-fuehrungskraefte-auf-grosse-gis-debatte,204,5,70,4,1,1,1,FALSE
/story/2000139214382/israel-unberuehrte-grabkammer-aus-zeit-von-ramses-ii-entdeckt,24,3,31,2,1,1,1,FALSE
/story/2000139155821/eine-neue-atomuhr-fuer-ganz-oesterreich,89,4,23,3,1,1,1,FALSE
/story/2000139196420/die-nosferatu-spinne-bewegt-sich-immer-weiter-richtung-norden,140,4,38,3,1,1,1,FALSE
/story/2000139157162/taxifahrer-ich-warte-gerne-bei-laufendem-taxameter,70,5,47,4,1,1,1,FALSE
/story/2000139210054/neuer-tgv-hochgeschwindigkeitszug-mit-laengerer-nase-und-mehr-komfort,52,5,23,4,1,1,1,FALSE
/story/2000139024998/wieso-heimische-tomaten-nicht-in-der-dose-landen,92,2,33,1,1,1,1,FALSE
/story/2000139232505/saftige-lohnerhoehungen-proim-sinne-der-arbeitnehmer,215,7,51,6,1,1,1,FALSE
/story/2000139202165/tirol-fehlendes-geschichtsbewusstsein,82,2,40,1,1,1,1,FALSE
/story/2000138739483/oesterreichs-politlandschaft-droht-ein-super-gau,151,6,24,5,1,1,1,FALSE
/story/2000139124114/welche-hoffnung-werden-sie-niemals-aufgeben,104,1,49,0,1,1,1,FALSE
/story/2000139264601/oesterreichs-hotellerie-steht-mit-dem-ruecken-zur-wand,81,4,53,3,1,1,1,FALSE
/story/2000139244334/deutsche-gasumlage-wackelt-habeck-aeusserte-bedenken,50,6,18,5,2,1,0.5,TRUE
/story/2000139246880/realloehne-duerften-heuer-um-fast-vier-prozent-sinken,55,1,40,0,1,1,1,FALSE
/story/2000139227466/wie-kremser-nachbarn-gemeinsam-strom-produzieren-und-damit-gebuehren-sparen,46,3,26,2,1,1,1,FALSE
/story/2000139259857/deutschlands-linke-in-schweren-turbulenzen,159,2,48,1,1,1,1,FALSE
/story/2000139263865/erdogan-fordert-von-russland-die-rueckgabe-der-krim,157,6,52,5,1,1,1,FALSE
/story/2000139263389/un-generalsekretaer-guterresunsere-welt-ist-wie-gelaehmt,100,7,26,6,1,1,1,FALSE
/story/2000138655368/hunderttausende-rohingya-leben-staatenlos-in-ueberfuellten-fluechtlingslagern,20,1,63,0,1,1,1,FALSE
/story/2000139240347/an-die-100-fragen-beeinsprucht-der-abwehrkampf-der-oevp-im,130,4,56,3,1,1,1,FALSE
/story/2000139243263/gutachten-stellen-ausuebung-von-notkompetenz-durch-ludwig-infrage,140,4,61,3,1,1,1,FALSE
/story/2000139248193/hofburg-kandidat-staudinger-praesident-wird-eh-der-van-der-bellen,358,10,45,9,1,1,1,FALSE
/story/2000139230479/georg-dornauer-spoe-wird-nicht-steigbuegelhalter-fuer-zerruettete-oevp,152,4,27,3,1,1,1,FALSE
/story/2000139237281/lehrplaene-fuer-lehrervertreter-teils-unleserlich-und-nicht-umsetzbar,107,4,29,3,1,1,1,FALSE
/story/2000139160670/windows-11-2022-microsofts-naechstes-grosses-update-ist-da,85,5,22,4,1,1,1,FALSE
/story/2000139242470/airlines-sind-die-groessten-abnehmer-alter-floppy-disks,70,6,32,5,1,1,1,FALSE
/story/2000139241660/iphone-14-deutlich-leichter-zu-reparieren-aber-mit-gaehnender-leere,18,3,7,1,2,2,1,FALSE
/story/2000139217139/blackouts-verhaftungen-und-simpsons-qanon-juenger-erwarten-am-24-september,194,3,116,2,1,1,1,FALSE
/story/2000139228039/frauen-gehen-leer-aus-finanzierungen-fuer-start-ups-weiterhin-dem,135,5,41,4,2,1,0.5,TRUE
/story/2000139264007/der-architekt-bleibt-salzburg-sportdirektor-freund-hat-chelsea-abgesagt,96,6,69,5,1,1,1,FALSE
/story/2000139263034/marko-arnautovic-rekordler-in-spe-ich-bin-nicht-der-groesste,73,5,67,4,1,1,1,FALSE
/story/2000139232325/frankreichs-irritationen-der-zerzauste-hahn,31,3,27,2,1,1,1,FALSE
/story/2000139239707/naechste-runde-im-schach-theater-carlsen-gibt-gegen-niemann-sofort,163,6,43,5,1,1,1,FALSE
/story/2000139229774/wozu-ein-tch-grenzwert-fuers-autofahren-wenn-cannabis-doch-illegal,348,5,87,4,1,1,1,FALSE
/story/2000139238741/das-unausweichliche-verschwinden-der-pasterze,51,3,13,2,1,1,1,FALSE
/story/2000139228079/wilde-wiener-wiesn-ex-betreiber-kritisiert-freunderlwirtschaft,232,4,86,3,1,1,1,FALSE
/story/2000139241507/koenigspinguin-kueken-im-wiener-tiergarten-schoenbrunn-geschluepft,14,1,19,0,1,1,1,FALSE
/story/2000139219385/nachwuchshoffnung-christoph-fritz-ein-nerd-mit-sozialen-defiziten,37,2,22,1,1,1,1,FALSE
/story/2000139250737/unhaltbare-vorwuerfe-orf-redakteursrat-und-im-zentrum-wehren-sich-gegen,123,5,71,4,1,1,1,FALSE
/story/2000139241187/kolumnist-im-vorhof-der-machttassilo-wallentin-im-orf-in-der,420,3,91,2,1,1,1,FALSE
/story/2000139213757/christian-wehrschuetz-wenn-alles-ein-massaker-ist-ist-nichts-ein,324,6,51,5,1,1,1,FALSE
/story/2000139241467/rotfuchs-erstmals-beim-karpfenfischen-gefilmt,54,3,46,0,3,3,1,FALSE
/story/2000139240963/freiwasserschwimmen-gluehwuermchen-im-kaiserwasser,31,1,30,0,1,1,1,FALSE
/story/2000139225884/die-lehren-aus-der-belgrader-europride,52,3,25,2,2,1,0.5,TRUE
/story/2000139225353/vormarsch-der-rechtspopulisten,118,3,46,2,1,1,1,FALSE
/story/2000139251272/skandal-in-der-schachwelt-wurde-der-weltmeister-betrogen,28,5,5,4,1,1,1,FALSE
/story/2000139296432/ohne-sparanstrengung-wird-der-winter-ungemuetlich-und-hart,225,6,55,5,1,1,1,FALSE
/story/2000139095816/bargeld-experte-scott-bar-zahlen-ist-politischer-widerstand,219,5,65,4,1,1,1,FALSE
/story/2000139301552/run-auf-flugtickets-nach-befehl-zur-teilmobilmachung-in-russland,18,5,19,4,2,1,0.5,TRUE
/story/2000139297393/was-wladimir-putins-teilmobilmachung-bedeutet,327,4,122,3,1,1,1,FALSE
/story/2000139273419/putin-beruft-300-000-reservisten-in-den-krieg-gegen-die,898,5,322,4,1,1,1,FALSE
/story/2000139255179/warum-die-menschen-in-italien-giorgia-meloni-waehlen,125,5,40,4,1,1,1,FALSE
/story/2000139268946/gewessler-in-den-usainspiriert-von-bernies-energie,97,1,45,0,1,1,1,FALSE
/story/2000139296738/postler-pfleger-paedagogin-dominik-wlazny-praesentierte-personenkomitee,169,3,363,2,1,1,1,FALSE
/story/2000139294337/warum-gewessler-den-klimabonus-auszahlt-und-nicht-das-finanzressort,93,3,38,2,1,1,1,FALSE
/story/2000139261747/aufruhr-im-laendle-viel-geld-fuer-agentur-mit-draht-ins,309,6,45,4,3,2,0.666666666666667,TRUE
/story/2000139272785/gemeinderat-zu-wien-energie-hanke-versteht-die-welt-nicht-mehr,113,4,34,3,1,1,1,FALSE
/story/2000139264187/countdown-zur-landtagswahl-warum-in-tirol-alles-anders-werden-kann,175,2,62,1,1,1,1,FALSE
/story/2000139290847/drachenlord-meldet-sich-zurueck-bin-nicht-besiegt-und-die-jagd,157,3,99,2,1,1,1,FALSE
/story/2000139252846/iphone-14-pro-im-test-sauteuer-aber-auch-saugut,108,5,25,4,2,1,0.5,TRUE
/story/2000139286501/eine-letzte-chance-nach-der-schlaegerei-auf-dem-fussballfeld,154,8,67,7,1,1,1,FALSE
/story/2000139276470/fc-zuerich-entliess-frueheren-oefb-teamchef-franco-foda,204,4,114,3,1,1,1,FALSE
/story/2000139274329/emir-von-katar-wm-fans-ohne-diskriminierung-willkommen,32,4,17,3,1,1,1,FALSE
/story/2000139278230/schwerer-unfall-in-wiener-operngasse-lkw-erfasste-fahrradfahrerin,150,5,128,4,1,1,1,FALSE
/story/2000139274178/chef-der-oberoesterreichischen-aerztekammer-testen-war-nicht-der-richtige-weg,153,6,27,5,2,1,0.5,TRUE
/story/2000139281339/was-die-massenstrandung-von-walen-in-tasmanien-ausgeloest-haben-koennte,22,4,12,3,1,1,1,FALSE
/story/2000139253018/die-nasa-raumsonde-dart-soll-bald-frontal-in-einen-asteroiden,38,3,15,2,1,1,1,FALSE
/story/2000139213859/ist-ein-leben-ohne-dirndl-und-lederhose-noch-moeglich,304,7,40,6,1,1,1,FALSE
/story/2000139297790/putins-teilmobilisierung-gefaehrlicher-mut-der-verzweiflung,81,7,44,6,1,1,1,FALSE
/story/2000139281317/was-denkt-die-mehrheit-der-russinnen-und-russen-ueber-den,38,3,37,2,1,1,1,FALSE
/story/2000139292523/der-krieg-kommt-nach-hause,92,6,19,5,1,1,1,FALSE
/story/2000139262107/coronas-anfang-vom-ende,95,2,78,1,1,1,1,FALSE
/story/2000139261770/causa-agrargemeinschaften-renitente-tiroler-burschen,113,6,38,5,1,1,1,FALSE
/story/2000139266119/wie-leicht-soll-das-geschlecht-veraenderbar-sein,323,7,52,6,1,1,1,FALSE
/story/2000139272539/russlandexperte-mangottputin-will-mit-taktischen-nuklearwaffen-den-westen-abschrecken,100,4,44,3,2,1,0.5,TRUE
/story/2000139322527/energiekostenzuschuss-nur-ohne-heizschwammerln-oder-flutlicht,371,4,108,3,1,1,1,FALSE
/story/2000139300689/verlangt-die-gewerkschaft-zu-hohe-loehne-weil-sie-das-wachstum,477,4,105,3,1,1,1,FALSE
/story/2000139302423/nach-teilmobilmachung-ueber-1-300-festnahmen-bei-demos-und-run,389,8,117,6,2,2,1,FALSE
/story/2000139305469/schnell-erklaert-wieso-der-iran-erneut-in-der-krise-steckt,46,2,58,1,1,1,1,FALSE
/story/2000139308310/biden-macht-putin-vor-un-vollversammlung-persoenlich-verantwortlich,38,4,13,3,1,1,1,FALSE
/story/2000139295384/loechrige-front-bei-der-un-vollversammlung-gegen-russland,174,2,341,1,1,1,1,FALSE
/story/2000139272369/wahlgesetz-in-italien-warum-giorgia-meloni-so-oder-so-gewinnen,73,4,34,3,2,1,0.5,TRUE
/story/2000139301909/selenskyj-fordert-in-uno-rede-sondertribunal-gegen-russland,35,2,21,1,1,1,1,FALSE
/story/2000139326899/heer-will-mehr-frauen-ins-ausland-senden,46,3,26,2,1,1,1,FALSE
/story/2000139303377/mehr-als-56-000-asylantraege-von-jaenner-bis-ende-august,165,4,129,3,1,1,1,FALSE
/story/2000139307247/gemeindebund-empoert-ueber-glatten-angriff-rauchs-zum-thema-flaechenwidmung,309,4,62,3,1,1,1,FALSE
/story/2000139252009/die-grosse-uebersicht-der-antiteuerungsmassnahmen-in-bund-und-laendern,230,4,75,3,1,1,1,FALSE
/story/2000139307398/der-tod-des-gifs-wir-sind-einfach-zu-uncool,180,4,167,3,1,1,1,FALSE
/story/2000139294362/investmentpunk-work-life-balance-ist-der-gerade-weg-in-die,625,8,96,7,2,1,0.5,TRUE
/story/2000139307943/flucht-aus-russland-webcamaufnahmen-zeigen-keine-staus-an-finnischer-grenze,112,3,51,2,2,1,0.5,TRUE
/story/2000139291487/gefaehrlicher-tiktok-trendhuhn-in-hustensaft-kochen,166,4,54,3,1,1,1,FALSE
/story/2000139278329/paper-von-google-forscher-fortgeschrittene-ki-wuerde-wohl-die-menschheit,229,5,30,4,1,1,1,FALSE
/story/2000139339702/oesterreich-verliert-in-frankreich-02,195,3,51,2,1,1,1,FALSE
/story/2000139305902/carlsen-heizt-an-leute-koennen-eigene-schluesse-ziehen,129,5,48,4,1,1,1,FALSE
/story/2000139326671/visafreiheit-in-serbien-pusht-asylantraege-in-oesterreich,121,6,74,5,1,1,1,FALSE
/story/2000139302271/prozess-gegen-15-personen-wegen-vorgetaeuschten-corona-impfungen,57,6,25,5,2,1,0.5,TRUE
/story/2000139311070/24-jaehriger-soll-in-tirol-versucht-haben-frau-mit-messer,54,1,84,0,1,1,1,FALSE
/story/2000139297435/burgschauspieler-bless-amada-theater-spricht-zu-kleine-gruppe-an,70,2,85,1,1,1,1,FALSE
/story/2000139327206/orf-halbiert-textangebot-auf-blauer-seite-orfat-mehr-video-und,172,2,92,1,2,1,0.5,TRUE
/story/2000139306958/nicht-uebermaessig-nervoes-werden-aussenminister-schallenberg-in-der-zib-2,72,8,12,7,3,1,0.333333333333333,TRUE
/story/2000139296307/ein-mann-und-sein-auto-gegen-das-unrecht-40-jahre,136,3,111,2,1,1,1,FALSE
/story/2000139290907/albtraeume-koennten-vorboten-von-demenz-sein,43,3,32,2,1,1,1,FALSE
/story/2000139303301/grossteil-der-230-in-tasmanien-gestrandeten-grindwale-verendet,12,2,2,1,1,1,1,FALSE
/story/2000139306428/ringe-des-neptun-in-aussergewoehnlicher-klarheit-eingefangen,25,4,16,3,1,1,1,FALSE
/story/2000139303029/neue-studie-long-covid-patienten-haben-offenbar-autoimmunerkrankung,60,4,35,3,1,1,1,FALSE
/story/2000139296716/der-groesste-organismus-der-erde-zerfaellt,35,2,31,1,1,1,1,FALSE
/story/2000139309266/wie-ein-wiener-in-russland-als-actionheldzum-star-wurde,46,7,23,6,1,1,1,FALSE
/story/2000139270738/iphone-photography-awards-die-oscars-der-handyfotografie,23,5,20,4,2,1,0.5,TRUE
/story/2000139331357/putins-rationaler-wahnsinn,213,1,160,0,1,1,1,FALSE
/story/2000139287959/neue-lehrplaene-schwerfaellige-reform-mit-schmerzhaften-luecken,51,3,13,2,1,1,1,FALSE
/story/2000139305779/was-meint-putin-wenn-er-sagt-ich-bluffe-nicht,138,3,30,2,2,1,0.5,TRUE
/story/2000139330667/joschka-fischer-putin-hatte-bei-gas-willige-helfer-im-westen,189,4,52,3,1,1,1,FALSE
/story/2000139371915/putins-schritte-der-verzweiflung,93,4,41,3,1,1,1,FALSE
/story/2000139349708/russischer-oppositioneller-youtuber-alle-glauben-ihr-nachbar-sei-pro-putin,59,6,34,5,1,1,1,FALSE
/story/2000139366370/teilmobilmachung-in-russland-die-angst-der-reservisten,360,3,259,2,1,1,1,FALSE
/story/2000139334352/start-der-umstrittenen-referenden-mitten-im-ukrainischen-kriegsgebiet,150,4,68,3,1,1,1,FALSE
/story/2000139374877/michael-brunner-und-ein-kasperltheater-am-laaer-berg,115,5,37,4,1,1,1,FALSE
/story/2000139346740/chef-der-salzburger-gruenen-wirft-das-handtuch,67,3,28,2,1,1,1,FALSE
/story/2000139332988/wie-populistisch-ist-die-spoe,445,7,46,6,2,1,0.5,TRUE
/story/2000139342352/edtstadler-sieht-bei-konzept-fuer-generalstaatsanwalt-demokratiefreien-raum,311,2,146,1,1,1,1,FALSE
/story/2000139331821/wksta-kritisiert-kanzleramt-wegen-nicht-gelieferter-daten-deutlich,139,6,48,5,1,1,1,FALSE
/story/2000139272768/wie-stark-die-handytarife-in-zukunft-steigen-koennten,83,4,42,3,1,1,1,FALSE
/story/2000139331493/roger-federer-spielt-beim-laver-cup-sein-letztes-match-maestro,38,3,33,2,1,1,1,FALSE
/story/2000139347625/protest-15-spanische-fussball-nationalspielerinnen-erklaeren-ruecktritt,52,1,172,0,1,1,1,FALSE
/story/2000139348317/kurzer-transferweg-von-salzburg-nach-leipzig-verdammt-schwer-diese-spieler,19,1,21,0,1,1,1,FALSE
/story/2000139335589/hans-niemann-verdaechtigtes-wunderkind-am-schachbrett,110,3,37,2,1,1,1,FALSE
/story/2000139353571/grazer-kpoe-bekennt-sich-nicht-zu-russland-sanktionen,723,3,459,2,1,1,1,FALSE
/story/2000139370927/freispruch-fuer-gottfried-waldhaeusl-in-der-causa-drasenhofen,132,3,73,2,1,1,1,FALSE
/story/2000139341949/fridays-for-future-demonstrieren-fuer-klimaschutz-und-energiewende,307,9,34,8,1,1,1,FALSE
/story/2000139342219/freisprueche-fuer-waldhaeusl-und-mitangeklagte-in-st-poelten,120,4,29,3,2,1,0.5,TRUE
/story/2000139350209/75-euro-tarif-fuer-wiener-studententicket-wackelt-immer-mehr,73,3,23,2,1,1,1,FALSE
/story/2000139345115/gruene-zeigen-leitung-der-baupolizei-wegen-sportprojekts-beim-prater-an,120,3,94,2,1,1,1,FALSE
/story/2000139343204/traiskirchen-voellig-ueberfuellt-ngos-fordern-sofortmassnahmen,152,2,109,1,1,1,1,FALSE
/story/2000139342971/neue-omikron-subvariante-bj1-prognose-zur-weiteren-ausbreitung-laut-gecko,48,1,40,0,1,1,1,FALSE
/story/2000139342694/systemumfragen-kreisky-russland-sanktionen-hofburg-kandidat-michael-brunner-in-der,121,4,74,3,1,1,1,FALSE
/story/2000139317498/tierische-energiesparstrategie-fuer-den-winter-hirnschrumpfung,90,3,14,2,2,1,0.5,TRUE
/story/2000139337996/adam-levines-affaerendrama-geht-in-die-naechste-runde,84,8,32,7,1,1,1,FALSE
/story/2000139307884/youtuber-rund-um-den-haarverlust-hat-sich-eine-industrie-gebildet,208,5,57,4,1,1,1,FALSE
/story/2000139254306/graefin-am-naschmarkt-welches-lokal-tritt-in-ihre-kulinarischen-fussstapfen,166,6,83,5,2,1,0.5,TRUE
/story/2000139055296/die-ideale-schlafsituation-fuer-sie-als-paar,133,4,47,3,2,1,0.5,TRUE
/story/2000139360644/tragoedie-und-farce,156,1,308,0,1,1,1,FALSE
/story/2000139357327/generalstaatsanwaltschaft-die-justiz-ist-politisch,107,3,22,2,1,1,1,FALSE
/story/2000139341349/julia-shaw-ueber-bisexualitaet-warum-entscheiden-und-vielleicht-nuancen-verlieren,119,5,48,3,2,2,1,FALSE
/story/2000139370617/nichts-fuer-schwache-nerven-wie-bananenbauern-gegen-die-krise-kaempfen,25,2,34,1,1,1,1,FALSE
/story/2000139384866/fiskalrat-chef-christoph-badelt-regierung-soll-treffsicherer-foerdern,68,3,11,2,2,1,0.5,TRUE
/story/2000139373546/zwoelf-dinge-bei-denen-wir-im-dunklen-tappen,350,6,45,5,1,1,1,FALSE
/story/2000139387869/putin-setzt-gesetz-ueber-strafen-fuer-deserteure-in-kraft,69,4,42,3,1,1,1,FALSE
/story/2000139369201/italien-wie-es-waehlt-und-lebt-zwischen-meer-mafia-politik,83,3,43,2,1,1,1,FALSE
/story/2000139380939/irans-innenminister-polizei-nicht-fuer-tod-von-mahsa-amini-verantwortlich,82,4,65,3,1,1,1,FALSE
/story/2000139364824/aller-herren-raender-wie-ungewissheit-die-politischen-raender-staerkt,209,5,45,4,1,1,1,FALSE
/story/2000139387893/weinwandertag-bundespraesident-und-buergermeister-besteigen-wiener-hausberg,237,3,72,2,1,1,1,FALSE
/story/2000139358485/sein-sie-der-mattle-tiroler-wahlkampf-in-der-zielgeraden,156,3,68,2,1,1,1,FALSE
/story/2000139307793/tails-das-ultimative-system-fuer-die-privatsphaere,39,3,19,2,1,1,1,FALSE
